"effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high","r2"
"fixed","cond",NA,"PLUIEFINPluie forte",0.0752908966941513,0.109854385228392,0.685369969870736,0.493110488932936,-0.140019741897286,0.290601535285589,0.000496890549291621
"fixed","cond",NA,"ANIMAUXFINA l'intérieur",0.190598834467097,0.0861013402571414,2.21365699880948,0.0268523831249373,0.0218433085424717,0.359354360391723,0.000489608374981669
"fixed","cond",NA,"ANIMAUXFINAucun à proximité",0.122227186489398,0.137107333415822,0.891470816653586,0.372676640975854,-0.146498249021938,0.390952622000735,0.000489608374981669
"fixed","cond",NA,"ANIMAUXFINInt. & Ext.",0.251230907102915,0.107101546953454,2.34572622197605,0.0189900506355354,0.0413157323856208,0.46114608182021,0.000489608374981669
"fixed","cond",NA,"TEMPMINI",0.489315145414831,0.0402189462298811,12.1662845818494,4.69992965479825e-34,0.410487459308111,0.568142831521551,0.0232538494609021
"fixed","cond",NA,"TEMPMAX",0.434811294107987,0.0382861492433721,11.3568823896088,6.85473949700859e-30,0.359771820484252,0.509850767731722,0.0196492343862434
"fixed","cond",NA,"ALT",-0.297924379050257,0.108418581812701,-2.74790883692739,0.00599766825238398,-0.510420894658061,-0.0854278634424534,0.0085465508467139
"fixed","cond",NA,"OVI",-0.174507185898244,0.114566963052008,-1.52318941909132,0.127711322504047,-0.399054307298309,0.0500399355018221,0.00298160295061735
"fixed","cond",NA,"EQU",0.0522830314463205,0.113913875308381,0.458969825271794,0.646255835016494,-0.170984061497493,0.275550124390133,0.000340718152872881
"fixed","cond",NA,"BETAIL",-0.175525413801133,0.108417173800762,-1.61898163960347,0.105451213602237,-0.388019169756247,0.0369683421539806,0.00326997363014937
"fixed","cond",NA,"CAP",-0.0326976458500065,0.100350337117472,-0.32583493777136,0.7445492434733,-0.229380692436705,0.163985400736692,0.000113714175874143
"fixed","cond",NA,"BOV",-0.123384524786944,0.108467136789617,-1.1375291027204,0.255317165580554,-0.335976206400774,0.0892071568268853,0.00162644331692594
"fixed","cond",NA,"SURF_CANT",-0.0222123632136954,0.114916570891119,-0.19329121154112,0.846730908721236,-0.247444703387133,0.203019976959742,5.92547326362446e-05
"fixed","cond",NA,"CLC_level2Arable land",2.69545657877691,1.10590631041023,2.43732814742422,0.0147962453836067,0.527920040097298,4.86299311745653,0.0138143414152159
"fixed","cond",NA,"CLC_level2Forests",3.22285531750408,1.52688500852651,2.11073872590722,0.0347947754110739,0.230215692257989,6.21549494275016,0.0138143414152159
"fixed","cond",NA,"CLC_level2Heterogeneous agricultural areas",2.43551252030595,1.10288524110789,2.20831001225421,0.0272226698614788,0.273897168653717,4.59712787195819,0.0138143414152159
"fixed","cond",NA,"CLC_level2Industrial, commercial and transport units",1.55499022440473,1.53945343181237,1.01009240829979,0.312451019089255,-1.4622830578241,4.57226350663356,0.0138143414152159
"fixed","cond",NA,"CLC_level2Mine, dump and construction sites",2.84866503056108,1.87151917947632,1.52211372546991,0.127980587434725,-0.819445157588448,6.51677521871062,0.0138143414152159
"fixed","cond",NA,"CLC_level2Pastures",2.20220199390967,1.10327929045783,1.99605123830051,0.0459283458761755,0.0398143197234111,4.36458966809592,0.0138143414152159
"fixed","cond",NA,"CLC_level2Permanent crops",2.17023249162387,1.85267716833546,1.17140348503011,0.241436632106345,-1.46094803329328,5.80141301654102,0.0138143414152159
"fixed","cond",NA,"CLC_level2Scrub and/or herbaceous associations",0.868678393682384,1.6986913230404,0.511380956563421,0.609084326975411,-2.4606954203275,4.19805220769227,0.0138143414152159
"fixed","cond",NA,"CLC_level2Urban fabric",2.89536383718342,1.14223090849414,2.53483233175727,0.0112501158744626,0.656632394506444,5.13409527986039,0.0138143414152159
